STATION_ID,STATION_NAME,STATION_X,STATION_Y,target,level,level-target
4190,도순거린내,126.47365,33.259409999999995,10,3,3&10
1636,롯데호텔,126.41032,33.24872,-1,4,4&-1
1669,하원동,126.46167,33.25367,-1,4,4&-1
1726,강정농협,126.47827,33.23603,-1,4,4&-1
1741,뒷동산,126.51068,33.23666,-1,4,4&-1
1772,대륜동주민센터,126.51118999999998,33.24848,-1,4,4&-1
1775,아이뜨락공원,126.55343,33.264109999999995,-1,4,4&-1
1801,삼아아파트,126.57442,33.25189,-1,4,4&-1
1809,보목입구,126.59158,33.25871,-1,4,4&-1
1810,토평보목입구,126.59062,33.25875,-1,4,4&-1
1816,비석거리,126.57824,33.25496,-1,4,4&-1
1818,효돈중학교,126.62008,33.26363,-1,4,4&-1
1820,앞동산,126.61425,33.26377,-1,4,4&-1
1821,신효,126.61113,33.263729999999995,-1,4,4&-1
1822,신효동,126.61012,33.26361,-1,4,4&-1
1837,위미1리사무소,126.65645,33.27411,-1,4,4&-1
1838,위미초등학교,126.65455,33.27367,-1,4,4&-1
1839,대화동,126.6518,33.27275,-1,4,4&-1
1840,서성동,126.65032,33.27245,-1,4,4&-1
1888,학림동,126.60706,33.29013,-1,4,4&-1
1891,서귀포농업기술센터,126.60693,33.28732,-1,4,4&-1
1892,제2효레교,126.60816,33.28477,-1,4,4&-1
1937,L마트,126.56003,33.2643,-1,4,4&-1
1938,주공아파트5단지,126.56115,33.2646,-1,4,4&-1
1953,제주은행,126.56356,33.24807,-1,4,4&-1
1967,세기아파트,126.57523,33.25268,-1,4,4&-1
1974,산남새마을금고,126.57378,33.254909999999995,-1,4,4&-1
1994,예래동가동거리,126.38805,33.24533,-1,4,4&-1
2012,하나호텔한국관광공사,126.40843,33.2502,-1,4,4&-1
2014,하얏트호텔,126.40579,33.24511,-1,4,4&-1
2022,향토오일시장,126.57516,33.26743,-1,4,4&-1
2042,오족돌,126.43218,33.25652,-1,4,4&-1
2063,남군농협,126.565,33.2482,-1,4,4&-1
2064,서문로터리입구,126.55635,33.24727,-1,4,4&-1
2074,신협,126.61324,33.2642,-1,4,4&-1
2083,LH아파트,126.52281,33.24725,-1,4,4&-1
2096,신라호텔,126.40689,33.24748,-1,4,4&-1
2109,예비군훈련장,126.57491,33.28808,-1,4,4&-1
2113,천지연폭포(종점),126.56025,33.243109999999994,-1,4,4&-1
2119,공업단지,126.58178,33.29237,-1,4,4&-1
2136,상창리사무소,126.36505,33.27268,-1,4,4&-1
2151,안좌동,126.75583,33.35837,-1,4,4&-1
2152,두수동,126.76326,33.3514,-1,4,4&-1
2154,토산1리노인회관앞,126.76914,33.3284,-1,4,4&-1
2161,월광동,126.2551,33.29311,-1,4,4&-1
2178,광평리,126.38198,33.3293,-1,4,4&-1
2184,고수동회관,126.75631,33.32936,-1,4,4&-1
2191,세화3리삼거리,126.78974,33.32025,-1,4,4&-1
2192,하천리몰고랑터,126.83679,33.35382,-1,4,4&-1
2195,하천상동회관앞,126.8389,33.3528,-1,4,4&-1
2196,하천리,126.83947,33.351659999999995,-1,4,4&-1
2208,삼달1리,126.84528,33.37493,-1,4,4&-1
2210,수산2리사무소,126.8637,33.44195,-1,4,4&-1
2212,수산1리사거리,126.88277,33.44238,-1,4,4&-1
2244,하모3리,126.25107,33.22158,-1,4,4&-1
2297,토산보건소동쪽,126.76815,33.32748,-1,4,4&-1
2322,해병부대,126.26273,33.231,-1,4,4&-1
2324,골물동입구,126.33397,33.25095,-1,4,4&-1
2377,표선중학교,126.83122,33.32826,-1,4,4&-1
2429,무릉1리학교앞,126.20182,33.271440000000005,-1,4,4&-1
2447,진개동산,126.24736,33.22531,-1,4,4&-1
2478,대정고등학교,126.2619,33.23035,-1,4,4&-1
2523,남원읍사무소,126.71975,33.2794,-1,4,4&-1
2527,진은동,126.72973,33.28242,-1,4,4&-1
2533,태흥초등학교,126.74501,33.28635,-1,4,4&-1
2534,폭낭사거리,126.74597,33.28663,-1,4,4&-1
2539,태흥3리,126.76083,33.29568,-1,4,4&-1
2571,하천리취락구조,126.84278,33.3376,-1,4,4&-1
2583,삼달교차로,126.86903,33.36933,-1,4,4&-1
2590,난산입구,126.88054,33.38583,-1,4,4&-1
2591,난산입구(성산기상대),126.88173,33.38602,-1,4,4&-1
2597,온평초등학교,126.89775,33.40828,-1,4,4&-1
2612,고성리제주은행,126.91505,33.449459999999995,-1,4,4&-1
2636,영실매표소,126.48022,33.34025,-1,4,4&-1
2646,수망사거리,126.7124,33.32808,-1,4,4&-1
2647,수망가름,126.71314,33.32714,-1,4,4&-1
2674,성판악,126.62035,33.38463,-1,4,4&-1
2678,토산보건진료소,126.76751000000002,33.32648,-1,4,4&-1
2717,선인장마을,126.85942,33.39499,-1,4,4&-1
2726,산방산,126.31142,33.23625,-1,4,4&-1
2730,충혼묘지광장,126.57037,33.30751,-1,4,4&-1
2739,구억리옹기체험관,126.27868,33.27407,-1,4,4&-1
2759,성산읍공설묘지입구,126.81765,33.433640000000004,-1,4,4&-1
2763,동상동삼거리,126.77356,33.35627,-1,4,4&-1
2764,동상동,126.77027,33.36133,-1,4,4&-1
2766,서호초등학교,126.52823,33.25428,-1,4,4&-1
2813,송악도서관,126.24824,33.22573,-1,4,4&-1
2836,주공6단지,126.55905,33.26269,-1,4,4&-1
2860,금악입구,126.35414,33.330690000000004,-1,4,4&-1
2998,장애인복지회관,126.58431000000002,33.28642,-1,4,4&-1
2999,하례2리,126.60836,33.293009999999995,-1,4,4&-1
3011,삼달1리사무소,126.84705,33.37436,-1,4,4&-1
3165,광평교차로,126.35501,33.33059,-1,4,4&-1
3183,한라산둘레길,126.60586,33.328109999999995,-1,4,4&-1
3198,위미리(위미2리교차로),126.66307,33.277570000000004,-1,4,4&-1
3208,헬스케어타운리조트,126.55772,33.28596,-1,4,4&-1
3374,상효원수목원,126.58575,33.30511,-1,4,4&-1
3383,중문게이트볼장,126.42799,33.26254,-1,4,4&-1
3401,쇠소깍입구,126.62174,33.25678,-1,4,4&-1
3412,도순초등학교,126.47839,33.24661,-1,4,4&-1
3462,생이집동산,126.61299,33.27001,-1,4,4&-1
3467,번개과학체험관,126.58627,33.28918,-1,4,4&-1
3472,안좌동입구,126.7597,33.35775,-1,4,4&-1
3480,하효마을다목적회관,126.61758,33.25815,-1,4,4&-1
3495,남용통상,126.57892,33.29072,-1,4,4&-1
3496,용운사,126.62346,33.25999,-1,4,4&-1
3497,정혜재활원,126.57819,33.287,-1,4,4&-1
3575,어썸브리즈,126.27569,33.259159999999994,-1,4,4&-1
3580,통물,126.53115,33.247679999999995,-1,4,4&-1
3590,회수사거리,126.44233,33.26336,-1,4,4&-1
3592,강정새마을금고,126.47731,33.236470000000004,-1,4,4&-1
4056,수산체육공원입구,126.85083,33.45033,-1,4,4&-1
4059,백약이오름,126.79463,33.44103,-1,4,4&-1
4164,망동산,126.61885,33.256809999999994,-1,4,4&-1
4166,하례돈야로,126.60711,33.29395,-1,4,4&-1
4170,동상효회전교차로,126.60591,33.2768,-1,4,4&-1
4203,대진유토피아,126.81477,33.34241,-1,4,4&-1
4209,강화교,126.79429,33.32455,-1,4,4&-1
4224,화순금모래해수욕장,126.33572,33.2396,-1,4,4&-1
4237,칠십리음식특화거리,126.56914,33.2441,-1,4,4&-1
